Date,Country,AreaCode,Area,TotalCases
2020-03-23,Scotland,S08000015,Ayrshire and Arran,34
2020-03-23,Scotland,S08000016,Borders,12
2020-03-23,Scotland,S08000017,Dumfries and Galloway,18
2020-03-23,Scotland,S08000029,Fife,19
2020-03-23,Scotland,S08000019,Forth Valley,40
2020-03-23,Scotland,S08000020,Grampian,24
2020-03-23,Scotland,S08000031,Greater Glasgow and Clyde,152
2020-03-23,Scotland,S08000022,Highland,12
2020-03-23,Scotland,S08000032,Lanarkshire,58
2020-03-23,Scotland,S08000024,Lothian,59
2020-03-23,Scotland,S08000026,Shetland,24
2020-03-23,Scotland,S08000030,Tayside,47
