Date,Country,AreaCode,Area,TotalCases
2020-04-07,Scotland,S08000015,Ayrshire and Arran,296
2020-04-07,Scotland,S08000016,Borders,149
2020-04-07,Scotland,S08000017,Dumfries and Galloway,152
2020-04-07,Scotland,S08000029,Fife,239
2020-04-07,Scotland,S08000019,Forth Valley,243
2020-04-07,Scotland,S08000020,Grampian,210
2020-04-07,Scotland,S08000031,Greater Glasgow and Clyde,1094
2020-04-07,Scotland,S08000022,Highland,112
2020-04-07,Scotland,S08000032,Lanarkshire,547
2020-04-07,Scotland,S08000024,Lothian,621
2020-04-07,Scotland,S08000025,Orkney,4
2020-04-07,Scotland,S08000026,Shetland,42
2020-04-07,Scotland,S08000030,Tayside,516
2020-04-07,Scotland,S08000028,Western Isles,4
