Date,Country,AreaCode,Area,TotalCases
2020-04-04,Scotland,S08000015,Ayrshire and Arran,254
2020-04-04,Scotland,S08000016,Borders,110
2020-04-04,Scotland,S08000017,Dumfries and Galloway,127
2020-04-04,Scotland,S08000029,Fife,173
2020-04-04,Scotland,S08000019,Forth Valley,208
2020-04-04,Scotland,S08000020,Grampian,177
2020-04-04,Scotland,S08000031,Greater Glasgow and Clyde,851
2020-04-04,Scotland,S08000022,Highland,85
2020-04-04,Scotland,S08000032,Lanarkshire,427
2020-04-04,Scotland,S08000024,Lothian,476
2020-04-04,Scotland,S08000025,Orkney,4
2020-04-04,Scotland,S08000026,Shetland,40
2020-04-04,Scotland,S08000030,Tayside,410
2020-04-04,Scotland,S08000028,Western Isles,3
