Date,Country,AreaCode,Area,TotalCases
2020-04-03,Scotland,S08000015,Ayrshire and Arran,240
2020-04-03,Scotland,S08000016,Borders,100
2020-04-03,Scotland,S08000017,Dumfries and Galloway,122
2020-04-03,Scotland,S08000029,Fife,147
2020-04-03,Scotland,S08000019,Forth Valley,189
2020-04-03,Scotland,S08000020,Grampian,173
2020-04-03,Scotland,S08000031,Greater Glasgow and Clyde,779
2020-04-03,Scotland,S08000022,Highland,72
2020-04-03,Scotland,S08000032,Lanarkshire,377
2020-04-03,Scotland,S08000024,Lothian,408
2020-04-03,Scotland,S08000025,Orkney,2
2020-04-03,Scotland,S08000026,Shetland,36
2020-04-03,Scotland,S08000030,Tayside,353
2020-04-03,Scotland,S08000028,Western Isles,3
