Date,Country,AreaCode,Area,TotalCases
2020-04-09,Northern Ireland,N09000001,Antrim and Newtownabbey,89
2020-04-09,Northern Ireland,N09000011,North Down and Ards,120
2020-04-09,Northern Ireland,N09000002,"Armagh, Banbridge and Craigavon",142
2020-04-09,Northern Ireland,N09000003,Belfast,482
2020-04-09,Northern Ireland,N09000004,Causeway Coast and Glens,43
2020-04-09,Northern Ireland,N09000005,Derry and Strabane,52
2020-04-09,Northern Ireland,N09000006,Fermanagh and Omagh,43
2020-04-09,Northern Ireland,N09000007,Lisburn and Castlereagh,164
2020-04-09,Northern Ireland,N09000008,Mid and East Antrim,80
2020-04-09,Northern Ireland,N09000009,Mid Ulster,53
2020-04-09,Northern Ireland,N09000010,"Newry, Mourne and Down",92
2020-04-09,Northern Ireland,,Unknown,117
