Date,Country,AreaCode,Area,TotalCases
2020-03-22,Scotland,S08000015,Ayrshire and Arran,25
2020-03-22,Scotland,S08000016,Borders,11
2020-03-22,Scotland,S08000017,Dumfries and Galloway,16
2020-03-22,Scotland,S08000029,Fife,16
2020-03-22,Scotland,S08000019,Forth Valley,30
2020-03-22,Scotland,S08000020,Grampian,23
2020-03-22,Scotland,S08000031,Greater Glasgow and Clyde,130
2020-03-22,Scotland,S08000022,Highland,8
2020-03-22,Scotland,S08000032,Lanarkshire,49
2020-03-22,Scotland,S08000024,Lothian,46
2020-03-22,Scotland,S08000026,Shetland,24
2020-03-22,Scotland,S08000030,Tayside,38
