Date,Country,AreaCode,Area,TotalCases
2020-04-01,Scotland,S08000015,Ayrshire and Arran,199
2020-04-01,Scotland,S08000016,Borders,87
2020-04-01,Scotland,S08000017,Dumfries and Galloway,100
2020-04-01,Scotland,S08000029,Fife,96
2020-04-01,Scotland,S08000019,Forth Valley,146
2020-04-01,Scotland,S08000020,Grampian,108
2020-04-01,Scotland,S08000031,Greater Glasgow and Clyde,632
2020-04-01,Scotland,S08000022,Highland,58
2020-04-01,Scotland,S08000032,Lanarkshire,284
2020-04-01,Scotland,S08000024,Lothian,311
2020-04-01,Scotland,S08000025,Orkney,2
2020-04-01,Scotland,S08000026,Shetland,30
2020-04-01,Scotland,S08000030,Tayside,254
2020-04-01,Scotland,S08000028,Western Isles,3
