Date,Country,AreaCode,Area,TotalCases
2020-04-08,Northern Ireland,N09000001,Antrim and Newtownabbey,81
2020-04-08,Northern Ireland,N09000011,North Down and Ards,110
2020-04-08,Northern Ireland,N09000002,"Armagh, Banbridge and Craigavon",135
2020-04-08,Northern Ireland,N09000003,Belfast,429
2020-04-08,Northern Ireland,N09000004,Causeway Coast and Glens,35
2020-04-08,Northern Ireland,N09000005,Derry and Strabane,52
2020-04-08,Northern Ireland,N09000006,Fermanagh and Omagh,43
2020-04-08,Northern Ireland,N09000007,Lisburn and Castlereagh,150
2020-04-08,Northern Ireland,N09000008,Mid and East Antrim,70
2020-04-08,Northern Ireland,N09000009,Mid Ulster,47
2020-04-08,Northern Ireland,N09000010,"Newry, Mourne and Down",82
2020-04-08,Northern Ireland,,Unknown,105
