Date,Country,AreaCode,Area,TotalCases
2020-03-15,Scotland,S08000015,Ayrshire and Arran,6
2020-03-15,Scotland,S08000016,Borders,7
2020-03-15,Scotland,S08000029,Fife,7
2020-03-15,Scotland,S08000019,Forth Valley,10
2020-03-15,Scotland,S08000020,Grampian,12
2020-03-15,Scotland,S08000031,Greater Glasgow and Clyde,39
2020-03-15,Scotland,S08000022,Highland,2
2020-03-15,Scotland,S08000032,Lanarkshire,16
2020-03-15,Scotland,S08000024,Lothian,28
2020-03-15,Scotland,S08000026,Shetland,11
2020-03-15,Scotland,S08000030,Tayside,15
