Date,Country,AreaCode,Area,TotalCases
2020-04-16,England,E09000002,Barking and Dagenham,355
2020-04-16,England,E09000003,Barnet,1001
2020-04-16,England,E08000016,Barnsley,415
2020-04-16,England,E06000022,Bath and North East Somerset,139
2020-04-16,England,E06000055,Bedford,244
2020-04-16,England,E09000004,Bexley,462
2020-04-16,England,E08000025,Birmingham,1982
2020-04-16,England,E06000008,Blackburn with Darwen,188
2020-04-16,England,E06000009,Blackpool,190
2020-04-16,England,E08000001,Bolton,447
2020-04-16,England,E06000058,"Bournemouth, Christchurch and Poole",259
2020-04-16,England,E06000036,Bracknell Forest,139
2020-04-16,England,E08000032,Bradford,460
2020-04-16,England,E09000005,Brent,1086
2020-04-16,England,E06000043,Brighton and Hove,233
2020-04-16,England,E06000023,"Bristol, City of",374
2020-04-16,England,E09000006,Bromley,815
2020-04-16,England,E10000002,Buckinghamshire,542
2020-04-16,England,E08000002,Bury,262
2020-04-16,England,E08000033,Calderdale,168
2020-04-16,England,E10000003,Cambridgeshire,441
2020-04-16,England,E09000007,Camden,455
2020-04-16,England,E06000056,Central Bedfordshire,309
2020-04-16,England,E06000049,Cheshire East,477
2020-04-16,England,E06000050,Cheshire West and Chester,473
2020-04-16,England,E09000001,City of London,13
2020-04-16,England,E06000052,Cornwall and Isles of Scilly,349
2020-04-16,England,E06000047,County Durham,770
2020-04-16,England,E08000026,Coventry,459
2020-04-16,England,E09000008,Croydon,1050
2020-04-16,England,E10000006,Cumbria,1345
2020-04-16,England,E06000005,Darlington,157
2020-04-16,England,E06000015,Derby,379
2020-04-16,England,E10000007,Derbyshire,803
2020-04-16,England,E10000008,Devon,460
2020-04-16,England,E08000017,Doncaster,239
2020-04-16,England,E06000059,Dorset,212
2020-04-16,England,E08000027,Dudley,490
2020-04-16,England,E09000009,Ealing,802
2020-04-16,England,E06000011,East Riding of Yorkshire,272
2020-04-16,England,E10000011,East Sussex,383
2020-04-16,England,E09000010,Enfield,570
2020-04-16,England,E10000012,Essex,1647
2020-04-16,England,E08000037,Gateshead,492
2020-04-16,England,E10000013,Gloucestershire,768
2020-04-16,England,E09000011,Greenwich,509
2020-04-16,England,E09000012,Hackney,524
2020-04-16,England,E06000006,Halton,227
2020-04-16,England,E09000013,Hammersmith and Fulham,405
2020-04-16,England,E10000014,Hampshire,1858
2020-04-16,England,E09000014,Haringey,428
2020-04-16,England,E09000015,Harrow,696
2020-04-16,England,E06000001,Hartlepool,79
2020-04-16,England,E09000016,Havering,505
2020-04-16,England,E06000019,"Herefordshire, County of",127
2020-04-16,England,E10000015,Hertfordshire,1609
2020-04-16,England,E09000017,Hillingdon,554
2020-04-16,England,E09000018,Hounslow,509
2020-04-16,England,E06000046,Isle of Wight,55
2020-04-16,England,E09000019,Islington,337
2020-04-16,England,E09000020,Kensington and Chelsea,376
2020-04-16,England,E10000016,Kent,1958
2020-04-16,England,E06000010,"Kingston upon Hull, City of",175
2020-04-16,England,E09000021,Kingston upon Thames,317
2020-04-16,England,E08000034,Kirklees,381
2020-04-16,England,E08000011,Knowsley,339
2020-04-16,England,E09000022,Lambeth,950
2020-04-16,England,E10000017,Lancashire,1769
2020-04-16,England,E08000035,Leeds,743
2020-04-16,England,E06000016,Leicester,427
2020-04-16,England,E10000018,Leicestershire,581
2020-04-16,England,E09000023,Lewisham,732
2020-04-16,England,E10000019,Lincolnshire,531
2020-04-16,England,E08000012,Liverpool,1010
2020-04-16,England,E06000032,Luton,387
2020-04-16,England,E08000003,Manchester,744
2020-04-16,England,E06000035,Medway,428
2020-04-16,England,E09000024,Merton,526
2020-04-16,England,E06000002,Middlesbrough,325
2020-04-16,England,E06000042,Milton Keynes,331
2020-04-16,England,E08000021,Newcastle upon Tyne,638
2020-04-16,England,E09000025,Newham,809
2020-04-16,England,E10000020,Norfolk,786
2020-04-16,England,E06000012,North East Lincolnshire,86
2020-04-16,England,E06000013,North Lincolnshire,142
2020-04-16,England,E06000024,North Somerset,127
2020-04-16,England,E08000022,North Tyneside,339
2020-04-16,England,E10000023,North Yorkshire,542
2020-04-16,England,E10000021,Northamptonshire,784
2020-04-16,England,E06000057,Northumberland,502
2020-04-16,England,E06000018,Nottingham,339
2020-04-16,England,E10000024,Nottinghamshire,755
2020-04-16,England,E08000004,Oldham,378
2020-04-16,England,E10000025,Oxfordshire,1015
2020-04-16,England,E06000031,Peterborough,113
2020-04-16,England,E06000026,Plymouth,176
2020-04-16,England,E06000044,Portsmouth,200
2020-04-16,England,E06000038,Reading,246
2020-04-16,England,E09000026,Redbridge,548
2020-04-16,England,E06000003,Redcar and Cleveland,195
2020-04-16,England,E09000027,Richmond upon Thames,297
2020-04-16,England,E08000005,Rochdale,278
2020-04-16,England,E08000018,Rotherham,407
2020-04-16,England,E06000017,Rutland,12
2020-04-16,England,E08000006,Salford,379
2020-04-16,England,E08000028,Sandwell,624
2020-04-16,England,E08000014,Sefton,560
2020-04-16,England,E08000019,Sheffield,1412
2020-04-16,England,E06000051,Shropshire,287
2020-04-16,England,E06000039,Slough,262
2020-04-16,England,E08000029,Solihull,372
2020-04-16,England,E10000027,Somerset,248
2020-04-16,England,E06000025,South Gloucestershire,223
2020-04-16,England,E08000023,South Tyneside,251
2020-04-16,England,E06000045,Southampton,301
2020-04-16,England,E06000033,Southend-on-Sea,229
2020-04-16,England,E09000028,Southwark,1001
2020-04-16,England,E08000013,St. Helens,407
2020-04-16,England,E10000028,Staffordshire,1051
2020-04-16,England,E08000007,Stockport,549
2020-04-16,England,E06000004,Stockton-on-Tees,217
2020-04-16,England,E06000021,Stoke-on-Trent,240
2020-04-16,England,E10000029,Suffolk,527
2020-04-16,England,E08000024,Sunderland,729
2020-04-16,England,E10000030,Surrey,1739
2020-04-16,England,E09000029,Sutton,500
2020-04-16,England,E06000030,Swindon,200
2020-04-16,England,E08000008,Tameside,320
2020-04-16,England,E06000020,Telford and Wrekin,143
2020-04-16,England,E06000034,Thurrock,207
2020-04-16,England,E06000027,Torbay,107
2020-04-16,England,E09000030,Tower Hamlets,517
2020-04-16,England,E08000009,Trafford,402
2020-04-16,England,E08000036,Wakefield,344
2020-04-16,England,E08000030,Walsall,609
2020-04-16,England,E09000031,Waltham Forest,586
2020-04-16,England,E09000032,Wandsworth,766
2020-04-16,England,E06000007,Warrington,372
2020-04-16,England,E10000031,Warwickshire,742
2020-04-16,England,E06000037,West Berkshire,186
2020-04-16,England,E10000032,West Sussex,679
2020-04-16,England,E09000033,Westminster,510
2020-04-16,England,E08000010,Wigan,354
2020-04-16,England,E06000054,Wiltshire,271
2020-04-16,England,E06000040,Windsor and Maidenhead,163
2020-04-16,England,E08000015,Wirral,623
2020-04-16,England,E06000041,Wokingham,201
2020-04-16,England,E08000031,Wolverhampton,501
2020-04-16,England,E10000034,Worcestershire,718
2020-04-16,England,E06000014,York,153
