Date,Country,AreaCode,Area,TotalCases
2020-04-01,Northern Ireland,N09000001,Antrim and Newtownabbey,47
2020-04-01,Northern Ireland,N09000002,"Armagh, Banbridge and Craigavon",70
2020-04-01,Northern Ireland,N09000003,Belfast,200
2020-04-01,Northern Ireland,N09000004,Causeway Coast and Glens,18
2020-04-01,Northern Ireland,N09000005,Derry and Strabane,29
2020-04-01,Northern Ireland,N09000006,Fermanagh and Omagh,32
2020-04-01,Northern Ireland,N09000007,Lisburn and Castlereagh,81
2020-04-01,Northern Ireland,N09000008,Mid and East Antrim,36
2020-04-01,Northern Ireland,N09000009,Mid Ulster,19
2020-04-01,Northern Ireland,N09000010,"Newry, Mourne and Down",51
2020-04-01,Northern Ireland,N09000011,North Down and Ards,67
2020-04-01,Northern Ireland,,Unknown,39
