Date,Country,AreaCode,Area,TotalCases
2020-04-08,Scotland,S08000015,Ayrshire and Arran,312
2020-04-08,Scotland,S08000016,Borders,160
2020-04-08,Scotland,S08000017,Dumfries and Galloway,155
2020-04-08,Scotland,S08000029,Fife,255
2020-04-08,Scotland,S08000019,Forth Valley,259
2020-04-08,Scotland,S08000020,Grampian,223
2020-04-08,Scotland,S08000031,Greater Glasgow and Clyde,1166
2020-04-08,Scotland,S08000022,Highland,122
2020-04-08,Scotland,S08000032,Lanarkshire,575
2020-04-08,Scotland,S08000024,Lothian,700
2020-04-08,Scotland,S08000025,Orkney,NaN
2020-04-08,Scotland,S08000026,Shetland,43
2020-04-08,Scotland,S08000030,Tayside,586
2020-04-08,Scotland,S08000028,Western Isles,NaN
