Date,Country,AreaCode,Area,TotalCases
2020-04-07,England,E06000001,Hartlepool,36
2020-04-07,England,E06000002,Middlesbrough,169
2020-04-07,England,E06000003,Redcar and Cleveland,112
2020-04-07,England,E06000004,Stockton-on-Tees,123
2020-04-07,England,E06000005,Darlington,55
2020-04-07,England,E06000006,Halton,107
2020-04-07,England,E06000007,Warrington,162
2020-04-07,England,E06000008,Blackburn with Darwen,86
2020-04-07,England,E06000009,Blackpool,85
2020-04-07,England,E06000010,"Kingston upon Hull, City of",38
2020-04-07,England,E06000011,East Riding of Yorkshire,97
2020-04-07,England,E06000012,North East Lincolnshire,49
2020-04-07,England,E06000013,North Lincolnshire,62
2020-04-07,England,E06000014,York,75
2020-04-07,England,E06000015,Derby,263
2020-04-07,England,E06000016,Leicester,211
2020-04-07,England,E06000017,Rutland,6
2020-04-07,England,E06000018,Nottingham,204
2020-04-07,England,E06000019,"Herefordshire, County of",70
2020-04-07,England,E06000020,Telford and Wrekin,79
2020-04-07,England,E06000021,Stoke-on-Trent,117
2020-04-07,England,E06000022,Bath and North East Somerset,67
2020-04-07,England,E06000023,"Bristol, City of",211
2020-04-07,England,E06000024,North Somerset,82
2020-04-07,England,E06000025,South Gloucestershire,139
2020-04-07,England,E06000026,Plymouth,102
2020-04-07,England,E06000027,Torbay,57
2020-04-07,England,E06000030,Swindon,75
2020-04-07,England,E06000031,Peterborough,62
2020-04-07,England,E06000032,Luton,195
2020-04-07,England,E06000033,Southend-on-Sea,136
2020-04-07,England,E06000034,Thurrock,125
2020-04-07,England,E06000035,Medway,196
2020-04-07,England,E06000036,Bracknell Forest,79
2020-04-07,England,E06000037,West Berkshire,107
2020-04-07,England,E06000038,Reading,128
2020-04-07,England,E06000039,Slough,167
2020-04-07,England,E06000040,Windsor and Maidenhead,116
2020-04-07,England,E06000041,Wokingham,129
2020-04-07,England,E06000042,Milton Keynes,186
2020-04-07,England,E06000043,Brighton and Hove,86
2020-04-07,England,E06000044,Portsmouth,115
2020-04-07,England,E06000045,Southampton,181
2020-04-07,England,E06000046,Isle of Wight,36
2020-04-07,England,E06000047,County Durham,303
2020-04-07,England,E06000049,Cheshire East,209
2020-04-07,England,E06000050,Cheshire West and Chester,227
2020-04-07,England,E06000051,Shropshire,157
2020-04-07,England,E06000052,Cornwall and Isles of Scilly,198
2020-04-07,England,E06000054,Wiltshire,156
2020-04-07,England,E06000055,Bedford,120
2020-04-07,England,E06000056,Central Bedfordshire,164
2020-04-07,England,E06000057,Northumberland,211
2020-04-07,England,E06000058,"Bournemouth, Christchurch and Poole",116
2020-04-07,England,E06000059,Dorset,126
2020-04-07,England,E08000001,Bolton,185
2020-04-07,England,E08000002,Bury,151
2020-04-07,England,E08000003,Manchester,361
2020-04-07,England,E08000004,Oldham,232
2020-04-07,England,E08000005,Rochdale,186
2020-04-07,England,E08000006,Salford,259
2020-04-07,England,E08000007,Stockport,270
2020-04-07,England,E08000008,Tameside,182
2020-04-07,England,E08000009,Trafford,240
2020-04-07,England,E08000010,Wigan,197
2020-04-07,England,E08000011,Knowsley,169
2020-04-07,England,E08000012,Liverpool,552
2020-04-07,England,E08000013,St. Helens,239
2020-04-07,England,E08000014,Sefton,289
2020-04-07,England,E08000015,Wirral,262
2020-04-07,England,E08000016,Barnsley,216
2020-04-07,England,E08000017,Doncaster,144
2020-04-07,England,E08000018,Rotherham,223
2020-04-07,England,E08000019,Sheffield,883
2020-04-07,England,E08000021,Newcastle upon Tyne,367
2020-04-07,England,E08000022,North Tyneside,183
2020-04-07,England,E08000023,South Tyneside,101
2020-04-07,England,E08000024,Sunderland,285
2020-04-07,England,E08000025,Birmingham,1372
2020-04-07,England,E08000026,Coventry,277
2020-04-07,England,E08000027,Dudley,309
2020-04-07,England,E08000028,Sandwell,363
2020-04-07,England,E08000029,Solihull,241
2020-04-07,England,E08000030,Walsall,386
2020-04-07,England,E08000031,Wolverhampton,335
2020-04-07,England,E08000032,Bradford,222
2020-04-07,England,E08000033,Calderdale,94
2020-04-07,England,E08000034,Kirklees,203
2020-04-07,England,E08000035,Leeds,340
2020-04-07,England,E08000036,Wakefield,177
2020-04-07,England,E08000037,Gateshead,188
2020-04-07,England,E09000002,Barking and Dagenham,222
2020-04-07,England,E09000003,Barnet,717
2020-04-07,England,E09000004,Bexley,274
2020-04-07,England,E09000005,Brent,819
2020-04-07,England,E09000006,Bromley,547
2020-04-07,England,E09000007,Camden,321
2020-04-07,England,E09000008,Croydon,689
