Date,Country,AreaCode,Area,TotalCases
2020-03-12,Wales,W06000019,Blaenau Gwent,1
2020-03-12,Wales,W06000013,Bridgend,0
2020-03-12,Wales,W06000018,Caerphilly,1
2020-03-12,Wales,W06000015,Cardiff,3
2020-03-12,Wales,W06000010,Carmarthenshire,2
2020-03-12,Wales,W06000008,Ceredigion,0
2020-03-12,Wales,W06000003,Conwy,0
2020-03-12,Wales,W06000004,Denbighshire,0
2020-03-12,Wales,W06000005,Flintshire,0
2020-03-12,Wales,W06000002,Gwynedd,0
2020-03-12,Wales,W06000001,Isle of Anglesey,0
2020-03-12,Wales,W06000024,Merthyr Tydfil,0
2020-03-12,Wales,W06000021,Monmouthshire,1
2020-03-12,Wales,W06000012,Neath Port Talbot,9
2020-03-12,Wales,W06000022,Newport,1
2020-03-12,Wales,W06000009,Pembrokeshire,2
2020-03-12,Wales,W06000023,Powys,2
2020-03-12,Wales,W06000016,Rhondda Cynon Taf,0
2020-03-12,Wales,W06000011,Swansea,2
2020-03-12,Wales,W06000020,Torfaen,0
2020-03-12,Wales,W06000014,Vale of Glamorgan,0
2020-03-12,Wales,W06000006,Wrexham,1
