Date,Country,AreaCode,Area,TotalCases
2020-03-26,England,E09000002,Barking and Dagenham,72
2020-03-26,England,E09000003,Barnet,103
2020-03-26,England,E08000016,Barnsley,27
2020-03-26,England,E06000022,Bath and North East Somerset,23
2020-03-26,England,E06000055,Bedford,10
2020-03-26,England,E09000004,Bexley,77
2020-03-26,England,E08000025,Birmingham,290
2020-03-26,England,E06000008,Blackburn with Darwen,6
2020-03-26,England,E06000009,Blackpool,8
2020-03-26,England,E08000001,Bolton,25
2020-03-26,England,E06000058,"Bournemouth, Christchurch and Poole",15
2020-03-26,England,E06000036,Bracknell Forest,3
2020-03-26,England,E08000032,Bradford,23
2020-03-26,England,E09000005,Brent,228
2020-03-26,England,E06000043,Brighton and Hove,30
2020-03-26,England,E06000023,"Bristol, City of",51
2020-03-26,England,E09000006,Bromley,149
2020-03-26,England,E10000002,Buckinghamshire,66
2020-03-26,England,E08000002,Bury,27
2020-03-26,England,E08000033,Calderdale,9
2020-03-26,England,E10000003,Cambridgeshire,47
2020-03-26,England,E09000007,Camden,85
2020-03-26,England,E06000056,Central Bedfordshire,28
2020-03-26,England,E06000049,Cheshire East,31
2020-03-26,England,E06000050,Cheshire West and Chester,24
2020-03-26,England,E06000052,Cornwall and Isles of Scilly,43
2020-03-26,England,E06000047,County Durham,29
2020-03-26,England,E08000026,Coventry,35
2020-03-26,England,E09000008,Croydon,181
2020-03-26,England,E10000006,Cumbria,176
2020-03-26,England,E06000005,Darlington,5
2020-03-26,England,E06000015,Derby,58
2020-03-26,England,E10000007,Derbyshire,139
2020-03-26,England,E10000008,Devon,55
2020-03-26,England,E08000017,Doncaster,21
2020-03-26,England,E06000059,Dorset,25
2020-03-26,England,E08000027,Dudley,60
2020-03-26,England,E09000009,Ealing,165
2020-03-26,England,E06000011,East Riding of Yorkshire,21
2020-03-26,England,E10000011,East Sussex,26
2020-03-26,England,E09000010,Enfield,110
2020-03-26,England,E10000012,Essex,130
2020-03-26,England,E08000037,Gateshead,12
2020-03-26,England,E10000013,Gloucestershire,64
2020-03-26,England,E09000011,Greenwich,118
2020-03-26,England,E09000012,Hackney and City of London,119
2020-03-26,England,E06000006,Halton,8
2020-03-26,England,E09000013,Hammersmith and Fulham,94
2020-03-26,England,E10000014,Hampshire,267
2020-03-26,England,E09000014,Haringey,91
2020-03-26,England,E09000015,Harrow,167
2020-03-26,England,E06000001,Hartlepool,3
2020-03-26,England,E09000016,Havering,70
2020-03-26,England,E06000019,"Herefordshire, County of",21
2020-03-26,England,E10000015,Hertfordshire,170
2020-03-26,England,E09000017,Hillingdon,103
2020-03-26,England,E09000018,Hounslow,112
2020-03-26,England,E06000046,Isle of Wight,7
2020-03-26,England,E09000019,Islington,96
2020-03-26,England,E09000020,Kensington and Chelsea,110
2020-03-26,England,E10000016,Kent,112
2020-03-26,England,E06000010,"Kingston upon Hull, City of",4
2020-03-26,England,E09000021,Kingston upon Thames,42
2020-03-26,England,E08000034,Kirklees,24
2020-03-26,England,E08000011,Knowsley,12
2020-03-26,England,E09000022,Lambeth,248
2020-03-26,England,E10000017,Lancashire,102
2020-03-26,England,E08000035,Leeds,67
2020-03-26,England,E06000016,Leicester,45
2020-03-26,England,E10000018,Leicestershire,98
2020-03-26,England,E09000023,Lewisham,144
2020-03-26,England,E10000019,Lincolnshire,32
2020-03-26,England,E08000012,Liverpool,72
2020-03-26,England,E06000032,Luton,30
2020-03-26,England,E08000003,Manchester,55
2020-03-26,England,E06000035,Medway,32
2020-03-26,England,E09000024,Merton,108
