Date,Country,AreaCode,Area,TotalCases
2020-04-14,England,E09000002,Barking and Dagenham,328
2020-04-14,England,E09000003,Barnet,961
2020-04-14,England,E08000016,Barnsley,372
2020-04-14,England,E06000022,Bath and North East Somerset,131
2020-04-14,England,E06000055,Bedford,239
2020-04-14,England,E09000004,Bexley,431
2020-04-14,England,E08000025,Birmingham,1884
2020-04-14,England,E06000008,Blackburn with Darwen,164
2020-04-14,England,E06000009,Blackpool,162
2020-04-14,England,E08000001,Bolton,400
2020-04-14,England,E06000058,"Bournemouth, Christchurch and Poole",238
2020-04-14,England,E06000036,Bracknell Forest,107
2020-04-14,England,E08000032,Bradford,467
2020-04-14,England,E09000005,Brent,1037
2020-04-14,England,E06000043,Brighton and Hove,218
2020-04-14,England,E06000023,"Bristol, City of",354
2020-04-14,England,E09000006,Bromley,766
2020-04-14,England,E10000002,Buckinghamshire,492
2020-04-14,England,E08000002,Bury,253
2020-04-14,England,E08000033,Calderdale,155
2020-04-14,England,E10000003,Cambridgeshire,399
2020-04-14,England,E09000007,Camden,435
2020-04-14,England,E06000056,Central Bedfordshire,289
2020-04-14,England,E06000049,Cheshire East,433
2020-04-14,England,E06000050,Cheshire West and Chester,423
2020-04-14,England,E09000001,City of London,13
2020-04-14,England,E06000052,Cornwall and Isles of Scilly,321
2020-04-14,England,E06000047,County Durham,690
2020-04-14,England,E08000026,Coventry,399
2020-04-14,England,E09000008,Croydon,982
2020-04-14,England,E10000006,Cumbria,1236
2020-04-14,England,E06000005,Darlington,143
2020-04-14,England,E06000015,Derby,367
2020-04-14,England,E10000007,Derbyshire,755
2020-04-14,England,E10000008,Devon,396
2020-04-14,England,E08000017,Doncaster,208
2020-04-14,England,E06000059,Dorset,203
2020-04-14,England,E08000027,Dudley,459
2020-04-14,England,E09000009,Ealing,750
2020-04-14,England,E06000011,East Riding of Yorkshire,223
2020-04-14,England,E10000011,East Sussex,359
2020-04-14,England,E09000010,Enfield,552
2020-04-14,England,E10000012,Essex,1562
2020-04-14,England,E08000037,Gateshead,445
2020-04-14,England,E10000013,Gloucestershire,701
2020-04-14,England,E09000011,Greenwich,480
2020-04-14,England,E09000012,Hackney,503
2020-04-14,England,E06000006,Halton,207
2020-04-14,England,E09000013,Hammersmith and Fulham,387
2020-04-14,England,E10000014,Hampshire,1678
2020-04-14,England,E09000014,Haringey,410
2020-04-14,England,E09000015,Harrow,666
2020-04-14,England,E06000001,Hartlepool,74
2020-04-14,England,E09000016,Havering,465
2020-04-14,England,E06000019,"Herefordshire, County of",113
2020-04-14,England,E10000015,Hertfordshire,1523
2020-04-14,England,E09000017,Hillingdon,520
2020-04-14,England,E09000018,Hounslow,485
2020-04-14,England,E06000046,Isle of Wight,53
2020-04-14,England,E09000019,Islington,326
2020-04-14,England,E09000020,Kensington and Chelsea,363
2020-04-14,England,E10000016,Kent,1689
2020-04-14,England,E06000010,"Kingston upon Hull, City of",135
2020-04-14,England,E09000021,Kingston upon Thames,294
2020-04-14,England,E08000034,Kirklees,354
2020-04-14,England,E08000011,Knowsley,316
2020-04-14,England,E09000022,Lambeth,908
2020-04-14,England,E10000017,Lancashire,1632
2020-04-14,England,E08000035,Leeds,734
2020-04-14,England,E06000016,Leicester,409
2020-04-14,England,E10000018,Leicestershire,553
2020-04-14,England,E09000023,Lewisham,700
2020-04-14,England,E10000019,Lincolnshire,480
2020-04-14,England,E08000012,Liverpool,946
2020-04-14,England,E06000032,Luton,367
2020-04-14,England,E08000003,Manchester,694
2020-04-14,England,E06000035,Medway,389
2020-04-14,England,E09000024,Merton,488
2020-04-14,England,E06000002,Middlesbrough,291
2020-04-14,England,E06000042,Milton Keynes,292
2020-04-14,England,E08000021,Newcastle upon Tyne,592
2020-04-14,England,E09000025,Newham,775
2020-04-14,England,E10000020,Norfolk,699
2020-04-14,England,E06000012,North East Lincolnshire,79
2020-04-14,England,E06000013,North Lincolnshire,124
2020-04-14,England,E06000024,North Somerset,120
2020-04-14,England,E08000022,North Tyneside,312
2020-04-14,England,E10000023,North Yorkshire,486
2020-04-14,England,E10000021,Northamptonshire,748
2020-04-14,England,E06000057,Northumberland,420
2020-04-14,England,E06000018,Nottingham,330
2020-04-14,England,E10000024,Nottinghamshire,678
2020-04-14,England,E08000004,Oldham,359
2020-04-14,England,E10000025,Oxfordshire,890
2020-04-14,England,E06000031,Peterborough,103
2020-04-14,England,E06000026,Plymouth,150
2020-04-14,England,E06000044,Portsmouth,189
2020-04-14,England,E06000038,Reading,163
2020-04-14,England,E09000026,Redbridge,512
2020-04-14,England,E06000003,Redcar and Cleveland,173
2020-04-14,England,E09000027,Richmond upon Thames,281
2020-04-14,England,E08000005,Rochdale,271
2020-04-14,England,E08000018,Rotherham,364
2020-04-14,England,E06000017,Rutland,11
2020-04-14,England,E08000006,Salford,362
2020-04-14,England,E08000028,Sandwell,555
2020-04-14,England,E08000014,Sefton,508
2020-04-14,England,E08000019,Sheffield,1316
2020-04-14,England,E06000051,Shropshire,252
2020-04-14,England,E06000039,Slough,209
2020-04-14,England,E08000029,Solihull,358
2020-04-14,England,E10000027,Somerset,212
2020-04-14,England,E06000025,South Gloucestershire,219
2020-04-14,England,E08000023,South Tyneside,217
2020-04-14,England,E06000045,Southampton,261
2020-04-14,England,E06000033,Southend-on-Sea,220
2020-04-14,England,E09000028,Southwark,957
2020-04-14,England,E08000013,St. Helens,389
2020-04-14,England,E10000028,Staffordshire,970
2020-04-14,England,E08000007,Stockport,491
2020-04-14,England,E06000004,Stockton-on-Tees,201
2020-04-14,England,E06000021,Stoke-on-Trent,210
2020-04-14,England,E10000029,Suffolk,493
2020-04-14,England,E08000024,Sunderland,647
2020-04-14,England,E10000030,Surrey,1441
2020-04-14,England,E09000029,Sutton,427
2020-04-14,England,E06000030,Swindon,187
2020-04-14,England,E08000008,Tameside,285
2020-04-14,England,E06000020,Telford and Wrekin,137
2020-04-14,England,E06000034,Thurrock,195
2020-04-14,England,E06000027,Torbay,101
2020-04-14,England,E09000030,Tower Hamlets,496
2020-04-14,England,E08000009,Trafford,382
2020-04-14,England,E08000036,Wakefield,335
2020-04-14,England,E08000030,Walsall,574
2020-04-14,England,E09000031,Waltham Forest,553
2020-04-14,England,E09000032,Wandsworth,730
2020-04-14,England,E06000007,Warrington,343
2020-04-14,England,E10000031,Warwickshire,649
2020-04-14,England,E06000037,West Berkshire,148
2020-04-14,England,E10000032,West Sussex,459
2020-04-14,England,E09000033,Westminster,491
2020-04-14,England,E08000010,Wigan,320
2020-04-14,England,E06000054,Wiltshire,245
2020-04-14,England,E06000040,Windsor and Maidenhead,142
2020-04-14,England,E08000015,Wirral,560
2020-04-14,England,E06000041,Wokingham,155
2020-04-14,England,E08000031,Wolverhampton,462
2020-04-14,England,E10000034,Worcestershire,634
2020-04-14,England,E06000014,York,129
