Date,Country,AreaCode,Area,TotalCases
2020-03-19,Scotland,S08000015,Ayrshire and Arran,12
2020-03-19,Scotland,S08000016,Borders,8
2020-03-19,Scotland,S08000017,Dumfries and Galloway,6
2020-03-19,Scotland,S08000029,Fife,9
2020-03-19,Scotland,S08000019,Forth Valley,17
2020-03-19,Scotland,S08000020,Grampian,18
2020-03-19,Scotland,S08000031,Greater Glasgow and Clyde,71
2020-03-19,Scotland,S08000022,Highland,6
2020-03-19,Scotland,S08000032,Lanarkshire,33
2020-03-19,Scotland,S08000024,Lothian,35
2020-03-19,Scotland,S08000026,Shetland,24
2020-03-19,Scotland,S08000030,Tayside,27
