Date,Country,AreaCode,Area,TotalCases
2020-04-17,England,E09000002,Barking and Dagenham,371
2020-04-17,England,E09000003,Barnet,1035
2020-04-17,England,E08000016,Barnsley,433
2020-04-17,England,E06000022,Bath and North East Somerset,156
2020-04-17,England,E06000055,Bedford,268
2020-04-17,England,E09000004,Bexley,480
2020-04-17,England,E08000025,Birmingham,2064
2020-04-17,England,E06000008,Blackburn with Darwen,204
2020-04-17,England,E06000009,Blackpool,198
2020-04-17,England,E08000001,Bolton,482
2020-04-17,England,E06000058,"Bournemouth, Christchurch and Poole",281
2020-04-17,England,E06000036,Bracknell Forest,143
2020-04-17,England,E08000032,Bradford,476
2020-04-17,England,E09000005,Brent,1126
2020-04-17,England,E06000043,Brighton and Hove,268
2020-04-17,England,E06000023,"Bristol, City of",413
2020-04-17,England,E09000006,Bromley,842
2020-04-17,England,E10000002,Buckinghamshire,565
2020-04-17,England,E08000002,Bury,272
2020-04-17,England,E08000033,Calderdale,177
2020-04-17,England,E10000003,Cambridgeshire,453
2020-04-17,England,E09000007,Camden,474
2020-04-17,England,E06000056,Central Bedfordshire,335
2020-04-17,England,E06000049,Cheshire East,506
2020-04-17,England,E06000050,Cheshire West and Chester,497
2020-04-17,England,E09000001,City of London,13
2020-04-17,England,E06000052,Cornwall and Isles of Scilly,360
2020-04-17,England,E06000047,County Durham,829
2020-04-17,England,E08000026,Coventry,474
2020-04-17,England,E09000008,Croydon,1082
2020-04-17,England,E10000006,Cumbria,1403
2020-04-17,England,E06000005,Darlington,169
2020-04-17,England,E06000015,Derby,384
2020-04-17,England,E10000007,Derbyshire,840
2020-04-17,England,E10000008,Devon,471
2020-04-17,England,E08000017,Doncaster,247
2020-04-17,England,E06000059,Dorset,225
2020-04-17,England,E08000027,Dudley,518
2020-04-17,England,E09000009,Ealing,831
2020-04-17,England,E06000011,East Riding of Yorkshire,300
2020-04-17,England,E10000011,East Sussex,396
2020-04-17,England,E09000010,Enfield,616
2020-04-17,England,E10000012,Essex,1721
2020-04-17,England,E08000037,Gateshead,513
2020-04-17,England,E10000013,Gloucestershire,825
2020-04-17,England,E09000011,Greenwich,533
2020-04-17,England,E09000012,Hackney,537
2020-04-17,England,E06000006,Halton,230
2020-04-17,England,E09000013,Hammersmith and Fulham,417
2020-04-17,England,E10000014,Hampshire,1941
2020-04-17,England,E09000014,Haringey,472
2020-04-17,England,E09000015,Harrow,724
2020-04-17,England,E06000001,Hartlepool,79
2020-04-17,England,E09000016,Havering,524
2020-04-17,England,E06000019,"Herefordshire, County of",129
2020-04-17,England,E10000015,Hertfordshire,1695
2020-04-17,England,E09000017,Hillingdon,571
2020-04-17,England,E09000018,Hounslow,530
2020-04-17,England,E06000046,Isle of Wight,58
2020-04-17,England,E09000019,Islington,352
2020-04-17,England,E09000020,Kensington and Chelsea,389
2020-04-17,England,E10000016,Kent,2108
2020-04-17,England,E06000010,"Kingston upon Hull, City of",201
2020-04-17,England,E09000021,Kingston upon Thames,330
2020-04-17,England,E08000034,Kirklees,395
2020-04-17,England,E08000011,Knowsley,357
2020-04-17,England,E09000022,Lambeth,970
2020-04-17,England,E10000017,Lancashire,1842
2020-04-17,England,E08000035,Leeds,784
2020-04-17,England,E06000016,Leicester,442
2020-04-17,England,E10000018,Leicestershire,609
2020-04-17,England,E09000023,Lewisham,752
2020-04-17,England,E10000019,Lincolnshire,551
2020-04-17,England,E08000012,Liverpool,1028
2020-04-17,England,E06000032,Luton,428
2020-04-17,England,E08000003,Manchester,788
2020-04-17,England,E06000035,Medway,441
2020-04-17,England,E09000024,Merton,543
2020-04-17,England,E06000002,Middlesbrough,346
2020-04-17,England,E06000042,Milton Keynes,344
2020-04-17,England,E08000021,Newcastle upon Tyne,670
2020-04-17,England,E09000025,Newham,834
2020-04-17,England,E10000020,Norfolk,842
2020-04-17,England,E06000012,North East Lincolnshire,89
2020-04-17,England,E06000013,North Lincolnshire,154
2020-04-17,England,E06000024,North Somerset,141
2020-04-17,England,E08000022,North Tyneside,356
2020-04-17,England,E10000023,North Yorkshire,564
2020-04-17,England,E10000021,Northamptonshire,801
2020-04-17,England,E06000057,Northumberland,530
2020-04-17,England,E06000018,Nottingham,352
2020-04-17,England,E10000024,Nottinghamshire,789
2020-04-17,England,E08000004,Oldham,395
2020-04-17,England,E10000025,Oxfordshire,1070
2020-04-17,England,E06000031,Peterborough,120
2020-04-17,England,E06000026,Plymouth,189
2020-04-17,England,E06000044,Portsmouth,217
2020-04-17,England,E06000038,Reading,263
2020-04-17,England,E09000026,Redbridge,566
2020-04-17,England,E06000003,Redcar and Cleveland,202
2020-04-17,England,E09000027,Richmond upon Thames,304
2020-04-17,England,E08000005,Rochdale,291
2020-04-17,England,E08000018,Rotherham,429
2020-04-17,England,E06000017,Rutland,12
2020-04-17,England,E08000006,Salford,392
2020-04-17,England,E08000028,Sandwell,660
2020-04-17,England,E08000014,Sefton,578
2020-04-17,England,E08000019,Sheffield,1474
2020-04-17,England,E06000051,Shropshire,299
2020-04-17,England,E06000039,Slough,270
2020-04-17,England,E08000029,Solihull,399
2020-04-17,England,E10000027,Somerset,274
2020-04-17,England,E06000025,South Gloucestershire,247
2020-04-17,England,E08000023,South Tyneside,277
2020-04-17,England,E06000045,Southampton,317
2020-04-17,England,E06000033,Southend-on-Sea,239
2020-04-17,England,E09000028,Southwark,1026
2020-04-17,England,E08000013,St. Helens,427
2020-04-17,England,E10000028,Staffordshire,1102
2020-04-17,England,E08000007,Stockport,579
2020-04-17,England,E06000004,Stockton-on-Tees,225
2020-04-17,England,E06000021,Stoke-on-Trent,258
2020-04-17,England,E10000029,Suffolk,545
2020-04-17,England,E08000024,Sunderland,761
2020-04-17,England,E10000030,Surrey,1771
2020-04-17,England,E09000029,Sutton,519
2020-04-17,England,E06000030,Swindon,236
2020-04-17,England,E08000008,Tameside,338
2020-04-17,England,E06000020,Telford and Wrekin,147
2020-04-17,England,E06000034,Thurrock,213
2020-04-17,England,E06000027,Torbay,110
2020-04-17,England,E09000030,Tower Hamlets,535
2020-04-17,England,E08000009,Trafford,424
2020-04-17,England,E08000036,Wakefield,371
2020-04-17,England,E08000030,Walsall,627
2020-04-17,England,E09000031,Waltham Forest,606
2020-04-17,England,E09000032,Wandsworth,786
2020-04-17,England,E06000007,Warrington,393
2020-04-17,England,E10000031,Warwickshire,761
2020-04-17,England,E06000037,West Berkshire,188
2020-04-17,England,E10000032,West Sussex,735
2020-04-17,England,E09000033,Westminster,525
2020-04-17,England,E08000010,Wigan,375
2020-04-17,England,E06000054,Wiltshire,294
2020-04-17,England,E06000040,Windsor and Maidenhead,166
2020-04-17,England,E08000015,Wirral,688
2020-04-17,England,E06000041,Wokingham,210
2020-04-17,England,E08000031,Wolverhampton,518
2020-04-17,England,E10000034,Worcestershire,762
2020-04-17,England,E06000014,York,160
