Date,Country,AreaCode,Area,TotalCases
2020-03-05,Scotland,S08000015,Ayrshire and Arran,1
2020-03-05,Scotland,S08000016,Borders,0
2020-03-05,Scotland,S08000017,Dumfries and Galloway,0
2020-03-05,Scotland,S08000029,Fife,0
2020-03-05,Scotland,S08000019,Forth Valley,1
2020-03-05,Scotland,S08000020,Grampian,2
2020-03-05,Scotland,S08000031,Greater Glasgow and Clyde,1
2020-03-05,Scotland,S08000022,Highland,0
2020-03-05,Scotland,S08000032,Lanarkshire,0
2020-03-05,Scotland,S08000024,Lothian,0
2020-03-05,Scotland,S08000025,Orkney,0
2020-03-05,Scotland,S08000026,Shetland,0
2020-03-05,Scotland,S08000030,Tayside,1
2020-03-05,Scotland,S08000028,Western Isles,0
