Date,Country,AreaCode,Area,TotalCases
2020-03-31,England,E06000001,Hartlepool,12
2020-03-31,England,E06000002,Middlesbrough,44
2020-03-31,England,E06000003,Redcar and Cleveland,43
2020-03-31,England,E06000004,Stockton-on-Tees,47
2020-03-31,England,E06000005,Darlington,23
2020-03-31,England,E06000006,Halton,25
2020-03-31,England,E06000007,Warrington,32
2020-03-31,England,E06000008,Blackburn with Darwen,20
2020-03-31,England,E06000009,Blackpool,18
2020-03-31,England,E06000010,"Kingston upon Hull, City of",11
2020-03-31,England,E06000011,East Riding of Yorkshire,38
2020-03-31,England,E06000012,North East Lincolnshire,21
2020-03-31,England,E06000013,North Lincolnshire,17
2020-03-31,England,E06000014,York,32
2020-03-31,England,E06000015,Derby,122
2020-03-31,England,E06000016,Leicester,89
2020-03-31,England,E06000017,Rutland,3
2020-03-31,England,E06000018,Nottingham,100
2020-03-31,England,E06000019,"Herefordshire, County of",35
2020-03-31,England,E06000020,Telford and Wrekin,40
2020-03-31,England,E06000021,Stoke-on-Trent,37
2020-03-31,England,E06000022,Bath and North East Somerset,41
2020-03-31,England,E06000023,"Bristol, City of",103
2020-03-31,England,E06000024,North Somerset,40
2020-03-31,England,E06000025,South Gloucestershire,66
2020-03-31,England,E06000026,Plymouth,50
2020-03-31,England,E06000027,Torbay,36
2020-03-31,England,E06000030,Swindon,29
2020-03-31,England,E06000031,Peterborough,36
2020-03-31,England,E06000032,Luton,86
2020-03-31,England,E06000033,Southend-on-Sea,39
2020-03-31,England,E06000034,Thurrock,54
2020-03-31,England,E06000035,Medway,78
2020-03-31,England,E06000036,Bracknell Forest,21
2020-03-31,England,E06000037,West Berkshire,43
2020-03-31,England,E06000038,Reading,29
2020-03-31,England,E06000039,Slough,73
2020-03-31,England,E06000040,Windsor and Maidenhead,49
2020-03-31,England,E06000041,Wokingham,24
2020-03-31,England,E06000042,Milton Keynes,106
2020-03-31,England,E06000043,Brighton and Hove,44
2020-03-31,England,E06000044,Portsmouth,78
2020-03-31,England,E06000045,Southampton,76
2020-03-31,England,E06000046,Isle of Wight,13
2020-03-31,England,E06000047,County Durham,120
2020-03-31,England,E06000049,Cheshire East,74
2020-03-31,England,E06000050,Cheshire West and Chester,54
2020-03-31,England,E06000051,Shropshire,85
2020-03-31,England,E06000052,Cornwall and Isles of Scilly,81
2020-03-31,England,E06000054,Wiltshire,83
2020-03-31,England,E06000055,Bedford,60
2020-03-31,England,E06000056,Central Bedfordshire,78
2020-03-31,England,E06000057,Northumberland,76
